gene	observed CpG	expected CpG	CpG bias
g943	74	366.61	0.2018
g944	4	26.73	0.1496
g945	11	21.89	0.5025
g946	70	95.8	0.7307
g947	24	46.08	0.5208
g948	47	40.36	1.1645
g949	8	40.37	0.1982
g950	6	42.12	0.1425
g951	22	27.95	0.7871
g952	390	458.41	0.8508
g953	143	200.63	0.7128
g954	469	425.95	1.1011
g955	59	137.65	0.4286
g956	45	119.78	0.3757
g957	45	75.94	0.5926
g958	448	635.63	0.7048
g959	28	48.66	0.5754
g960	195	220.96	0.8825
g961	51	42.56	1.1983
g962	693	706.56	0.9808
g963	920	1144.61	0.8038
g964	91	97.32	0.9351
g965	288	450.49	0.6393
g966	306	348.52	0.878
g967	138	222.87	0.6192
g968	210	269.71	0.7786
g969	69	58.02	1.1892
g970	47	44.65	1.0526
g971	57	46.73	1.2198
g972	31	24.34	1.2736
g973	10	16.47	0.6072
g974	827	887.37	0.932
g975	35	173.6	0.2016
g976	30	39.96	0.7508
g977	67	71.75	0.9338
g978	61	117.58	0.5188
g979	205	365.21	0.5613
g980	854	916.18	0.9321
g981	41	92.78	0.4419
g982	1154	1417.83	0.8139
g983	272	342.59	0.794
g984	17	49.17	0.3457
g985	15	16.24	0.9236
g986	233	264.59	0.8806
g987	249	305.76	0.8144
g988	42	59.29	0.7084
g989	592	743.21	0.7965
g990	40	70.28	0.5692
g991	7	18.67	0.3749
g992	16	28.07	0.57
g993	5	20.55	0.2433
g994	185	181.29	1.0205
g995	320	266.36	1.2014
g996	133	140.91	0.9439
g997	702	710.6	0.9879
g998	147	160.34	0.9168
g999	439	470.13	0.9338
g1000	394	420.92	0.936
g1001	48	38.55	1.2451
g1002	75	66.58	1.1265
g1003	213	297.28	0.7165
g1004	296	445.3	0.6647
g1005	219	288.37	0.7594
g1006	517	675.23	0.7657
g1007	74	84.31	0.8777
g1008	356	375.77	0.9474
g1009	227	268.97	0.844
g1010	32	43.44	0.7366
g1011	316	450.97	0.7007
g1012	689	880.0	0.783
g1013	195	359.1	0.543
g1014	257	277.64	0.9257
g1015	275	492.9	0.5579
g1016	58	61.11	0.9491
g1017	215	248.04	0.8668
g1018	256	264.2	0.969
g1019	352	358.19	0.9827
g1020	41	48.8	0.8402
g1021	23	24.78	0.9282
g1022	180	221.21	0.8137
g1023	269	407.78	0.6597
g1024	10	55.96	0.1787
g1025	156	306.63	0.5088
g1026	131	203.85	0.6426
g1027	33	37.87	0.8714
g1028	149	178.32	0.8356
g1029	157	174.05	0.902
g1030	37	65.65	0.5636
g1031	27	86.57	0.3119
g1032	95	186.8	0.5086
g1033	74	193.34	0.3827
g1034	89	210.57	0.4227
g1035	20	65.89	0.3035
g1036	99	94.44	1.0483
g1037	18	18.29	0.9841
g1038	198	237.39	0.8341
g1039	56	55.83	1.003
g1040	215	356.5	0.6031
g1041	692	642.12	1.0777
g1042	5	18.73	0.267
g1043	219	301.92	0.7254
g1044	298	284.54	1.0473
g1045	168	243.59	0.6897
g1046	64	130.53	0.4903
g1047	256	262.04	0.977
g1048	68	169.68	0.4008
g1049	118	251.67	0.4689
g1050	159	516.05	0.3081
g1051	87	73.96	1.1763
g1052	109	151.2	0.7209
g1053	15	24.88	0.6029
g1054	21	26.55	0.791
g1055	141	136.47	1.0332
g1056	8	25.79	0.3102
g1057	201	279.64	0.7188
g1058	94	183.37	0.5126
g1059	44	112.35	0.3916
g1060	144	146.82	0.9808
g1061	163	188.25	0.8659
g1062	95	110.46	0.86
g1063	189	254.78	0.7418
g1064	333	329.68	1.0101
g1065	129	214.01	0.6028
g1066	148	129.57	1.1422
g1067	600	708.48	0.8469
g1068	266	288.3	0.9227
g1069	110	158.28	0.695
g1070	85	91.57	0.9283
g1071	21	47.34	0.4436
g1072	405	505.16	0.8017
g1073	32	92.74	0.3451
g1074	12	19.5	0.6154
g1075	55	79.82	0.6891
g1076	25	36.02	0.6941
g1077	157	186.8	0.8405
g1078	92	156.18	0.5891
g1079	31	39.39	0.787
g1080	220	266.08	0.8268
g1081	66	75.46	0.8746
g1082	24	55.96	0.4289
g1083	4	18.25	0.2192
g1084	86	154.97	0.5549
g1085	49	83.88	0.5842
g1086	17	20.99	0.8099
g1087	104	146.38	0.7105
g1088	599	610.67	0.9809
g1089	258	580.0	0.4448
g1090	306	502.75	0.6087
g1091	55	141.29	0.3893
g1092	43	44.92	0.9573
g1093	32	54.29	0.5894
g1094	64	100.77	0.6351
g1095	106	201.91	0.525
g1096	3	13.36	0.2246
g1097	505	601.61	0.8394
g1098	131	265.78	0.4929
g1099	49	61.56	0.796
g1100	57	113.99	0.5
g1101	38	83.54	0.4549
g1102	379	469.8	0.8067
g1103	121	105.85	1.1431
g1104	54	128.61	0.4199
g1105	45	74.89	0.6009
g1106	117	248.61	0.4706
g1107	116	129.8	0.8937
g1108	433	449.03	0.9643
g1109	163	180.49	0.9031
g1110	44	56.11	0.7842
g1111	92	93.24	0.9867
g1112	178	315.92	0.5634
g1113	130	263.52	0.4933
g1114	36	95.06	0.3787
g1115	5	14.27	0.3504
g1116	290	331.79	0.874
g1117	117	186.87	0.6261
g1118	205	300.98	0.6811
g1119	45	103.32	0.4355
g1120	110	232.05	0.474
g1121	243	420.35	0.5781
g1122	128	128.85	0.9934
g1123	296	322.18	0.9187
g1124	46	97.14	0.4735
g1125	822	805.38	1.0206
g1126	58	70.07	0.8277
g1127	43	50.17	0.8571
g1128	18	21.65	0.8314
g1129	46	65.57	0.7015
tRNA-Ala52_gene	6	7.64	0.7853
g1130	54	92.21	0.5856
g1131	87	169.76	0.5125
g1132	30	65.19	0.4602
g1133	82	157.34	0.5212
g1134	92	299.65	0.307
g1135	434	543.15	0.799
g1136	66	146.87	0.4494
g1137	46	56.79	0.81
g1138	465	517.88	0.8979
g1139	93	156.58	0.5939
g1140	234	289.28	0.8089
g1141	166	233.17	0.7119
g1142	69	72.67	0.9495
g1143	129	166.08	0.7767
g1144	43	108.32	0.397
g1145	18	26.77	0.6724
g1146	63	76.07	0.8282
g1147	59	47.98	1.2297
g1148	45	51.11	0.8805
g1149	28	34.95	0.8011
g1150	258	466.13	0.5535
g1151	653	667.86	0.9777
g1152	200	194.37	1.029
g1153	26	34.14	0.7616
g1154	63	87.74	0.718
g1155	10	20.44	0.4892
g1156	10	12.57	0.7955
g1157	9	28.85	0.312
g1158	17	30.64	0.5548
g1159	87	91.03	0.9557
g1160	134	170.0	0.7882
g1161	241	424.73	0.5674
g1162	73	114.6	0.637
g1163	77	71.34	1.0793
g1164	221	275.31	0.8027
g1165	8	9.02	0.8869
g1166	10	14.0	0.7143
g1167	54	71.47	0.7556
g1168	28	27.88	1.0043
g1169	446	494.23	0.9024
g1170	25	30.58	0.8175
g1171	116	187.2	0.6197
g1172	54	56.58	0.9544
g1173	226	231.5	0.9762
g1174	8	28.9	0.2768
g1175	69	229.36	0.3008
g1176	685	821.06	0.8343
g1177	69	163.99	0.4208
g1178	217	594.31	0.3651
g1179	129	130.76	0.9865
g1180	239	240.8	0.9925
g1181	148	130.66	1.1327
g1182	39	61.04	0.6389
g1183	222	367.76	0.6037
g1184	186	202.15	0.9201
g1185	22	36.73	0.599
g1186	30	88.96	0.3372
g1187	289	264.87	1.0911
g1188	167	253.4	0.659
g1189	118	118.8	0.9933
g1190	68	57.54	1.1818
g1191	44	51.36	0.8567
g1192	59	54.83	1.0761
g1193	52	49.8	1.0442
g1194	223	213.27	1.0456
g1195	473	511.95	0.9239
g1196	198	210.86	0.939
g1197	120	135.47	0.8858
g1198	1057	1076.31	0.9821
g1199	276	502.49	0.5493
g1200	108	205.49	0.5256
g1201	78	177.75	0.4388
g1202	67	135.61	0.4941
g1203	94	284.97	0.3299
g1204	48	51.69	0.9286
g1205	127	190.81	0.6656
g1206	213	185.64	1.1474
g1207	42	45.05	0.9323
g1208	31	72.84	0.4256
g1209	325	475.86	0.683
tRNA-Tyr51_gene	6	5.65	1.0619
g1210	30	58.72	0.5109
g1211	87	217.79	0.3995
g1212	12	46.02	0.2608
g1213	365	385.36	0.9472
g1214	560	725.1	0.7723
g1215	66	154.35	0.4276
g1216	237	260.54	0.9096
g1217	486	813.53	0.5974
g1218	130	118.5	1.097
g1219	35	34.52	1.0139
g1220	30	39.92	0.7515
tRNA-Leu39_gene	7	9.24	0.7576
tRNA-Leu40_gene	5	9.24	0.5411
tRNA-Leu41_gene	8	9.52	0.8403
tRNA-Leu42_gene	6	8.58	0.6993
tRNA-Leu43_gene	7	8.45	0.8284
tRNA-Leu44_gene	6	8.58	0.6993
tRNA-Leu45_gene	7	8.71	0.8037
tRNA-Leu46_gene	6	8.58	0.6993
tRNA-Leu47_gene	7	8.71	0.8037
tRNA-Leu48_gene	6	8.58	0.6993
tRNA-Leu49_gene	7	8.71	0.8037
tRNA-Leu50_gene	6	8.58	0.6993
g1221	22	68.4	0.3216
g1222	85	86.54	0.9822
g1223	13	23.31	0.5577
g1224	13	11.45	1.1354
g1225	12	16.8	0.7143
g1226	1007	1179.3	0.8539
g1227	400	487.31	0.8208
g1228	138	146.96	0.939
g1229	123	121.63	1.0113
g1230	271	231.37	1.1713
g1231	527	671.49	0.7848
g1232	416	648.6	0.6414
g1233	188	205.24	0.916
g1234	268	288.63	0.9285
g1235	9	9.71	0.9269
g1236	119	146.55	0.812
g1237	89	269.31	0.3305
g1238	106	245.06	0.4325
g1239	105	185.19	0.567
g1240	449	701.57	0.64
g1241	41	55.02	0.7452
g1242	58	166.19	0.349
g1243	34	68.53	0.4961
g1244	40	111.56	0.3586
g1245	73	134.85	0.5413
g1246	109	250.15	0.4357
g1247	98	183.0	0.5355
g1248	33	103.94	0.3175
g1249	96	285.86	0.3358
g1250	66	72.59	0.9092
g1251	72	120.49	0.5976
g1252	83	224.83	0.3692
g1253	386	406.0	0.9507
g1254	75	185.77	0.4037
g1255	13	14.0	0.9286
g1256	34	36.01	0.9442
g1257	34	31.31	1.0859
g1258	20	23.24	0.8606
g1259	39	41.3	0.9443
g1260	62	58.07	1.0677
g1261	233	332.0	0.7018
g1262	100	194.97	0.5129
g1263	26	68.88	0.3775
g1264	189	259.29	0.7289
g1265	47	84.95	0.5533
g1266	41	58.99	0.695
g1267	19	23.82	0.7976
g1268	200	225.09	0.8885
g1269	86	110.93	0.7753
g1270	99	105.19	0.9412
g1271	207	219.22	0.9443
g1272	149	233.29	0.6387
g1273	500	635.59	0.7867
g1274	12	18.63	0.6441
g1275	10	16.48	0.6068
g1276	31	34.14	0.908
g1277	2	6.62	0.3021
g1278	7	26.08	0.2684
g1279	264	362.96	0.7274
g1280	562	913.55	0.6152
g1281	19	20.38	0.9323
g1282	30	56.98	0.5265
g1283	32	39.02	0.8201
g1284	541	629.21	0.8598
g1285	52	71.62	0.7261
g1286	124	139.91	0.8863
g1287	139	151.84	0.9154
g1288	370	437.4	0.8459
g1289	26	29.7	0.8754
g1290	53	61.83	0.8572
g1291	109	116.26	0.9376
g1292	222	236.21	0.9398
g1293	212	269.32	0.7872
g1294	88	232.77	0.3781
g1295	443	494.47	0.8959
g1296	626	858.09	0.7295
g1297	617	881.56	0.6999
g1299	113	216.65	0.5216
g1300	313	425.74	0.7352
g1301	688	723.85	0.9505
g1302	145	170.35	0.8512
g1303	175	208.22	0.8405
g1304	50	42.48	1.177
g1305	233	380.62	0.6122
g1306	243	337.61	0.7198
g1307	60	64.42	0.9314
g1308	56	91.7	0.6107
g1309	60	60.75	0.9877
g1310	140	133.25	1.0507
g1311	270	305.68	0.8833
g1312	148	364.3	0.4063
g1313	85	83.96	1.0124
g1314	822	970.97	0.8466
g1315	612	612.46	0.9992
g1316	130	116.64	1.1145
g1317	499	537.61	0.9282
g1318	199	191.03	1.0417
g1319	231	251.65	0.9179
g1320	62	141.58	0.4379
g1321	242	322.65	0.75
g1322	35	75.55	0.4633
g1323	11	34.78	0.3163
g1324	18	24.25	0.7423
g1325	87	155.57	0.5592
g1326	289	278.98	1.0359
g1327	13	20.5	0.6341
g1328	6	12.07	0.4971
g1329	48	125.35	0.3829
g1330	1546	1887.92	0.8189
g1331	446	614.5	0.7258
g1332	392	399.19	0.982
g1333	184	177.54	1.0364
g1334	24	26.57	0.9033
g1335	278	416.17	0.668
g1336	30	30.71	0.9769
g1337	574	977.25	0.5874
g1338	148	160.91	0.9198
g1339	25	64.36	0.3884
g1340	162	344.46	0.4703
g1341	169	212.87	0.7939
g1342	62	148.17	0.4184
g1343	356	419.55	0.8485
g1344	193	247.48	0.7799
g1345	0	17.19	0.0
g1346	139	160.88	0.864
g1347	30	44.32	0.6769
g1348	58	96.88	0.5987
g1349	253	414.77	0.61
g1350	54	114.18	0.4729
g1351	32	117.44	0.2725
g1352	769	988.06	0.7783
g1353	444	611.8	0.7257
g1354	788	867.53	0.9083
g1355	37	103.91	0.3561
g1356	391	526.13	0.7432
g1357	303	467.03	0.6488
g1358	1094	1208.3	0.9054
g1359	33	49.24	0.6702
g1360	26	33.95	0.7658
g1361	8	17.76	0.4505
g1362	30	42.04	0.7136
g1363	0	2.59	0.0
g1364	194	318.58	0.609
g1365	261	341.17	0.765
g1366	440	420.35	1.0467
g1367	461	449.15	1.0264
g1368	414	414.66	0.9984
g1369	92	92.5	0.9946
g1370	20	20.23	0.9886
g1371	123	178.02	0.6909
g1372	126	159.01	0.7924
g1373	62	103.15	0.6011
g1374	11	44.47	0.2474
g1375	47	179.54	0.2618
g1376	101	314.41	0.3212
g1377	21	54.32	0.3866
g1378	11	45.18	0.2435
tRNA-Leu53_gene	7	7.17	0.9763
g1379	45	109.99	0.4091
g1380	93	180.18	0.5162
g1381	136	128.01	1.0624
g1382	168	260.19	0.6457
g1383	22	59.88	0.3674
g1384	29	98.5	0.2944
g1385	104	287.47	0.3618
g1386	28	75.6	0.3704
g1387	61	147.63	0.4132
g1388	40	73.99	0.5406
g1389	18	70.95	0.2537
g1390	51	140.33	0.3634
g1391	37	33.1	1.1178
g1392	54	44.47	1.2143
g1393	113	267.52	0.4224
g1394	229	282.06	0.8119
g1395	66	69.61	0.9481
g1396	6	23.17	0.259
g1397	38	49.12	0.7736
g1398	85	140.67	0.6043
g1399	29	118.7	0.2443
g1400	81	229.75	0.3526
g1401	2	11.37	0.1759
g1402	101	169.09	0.5973
g1403	343	405.86	0.8451
g1404	44	46.37	0.9489
g1405	138	186.55	0.7397
g1406	29	39.19	0.74
g1407	735	794.41	0.9252
g1408	334	473.36	0.7056
g1409	57	157.22	0.3625
g1410	55	87.4	0.6293
g1411	14	32.91	0.4254
g1412	37	34.53	1.0715
g1413	30	45.95	0.6529
g1414	108	334.72	0.3227
g1415	173	247.78	0.6982
g1416	515	597.61	0.8618
g1417	113	159.93	0.7066
g1418	6	28.19	0.2128
g1419	29	125.01	0.232
g1420	33	41.6	0.7933
g1421	162	192.02	0.8437
g1422	110	141.66	0.7765
g1423	140	257.64	0.5434
g1424	105	215.38	0.4875
g1425	692	873.83	0.7919
g1426	550	609.95	0.9017
g1427	43	44.17	0.9735
g1428	32	45.42	0.7045
g1429	231	314.33	0.7349
g1430	232	221.68	1.0466
g1431	26	46.32	0.5613
g1432	272	362.46	0.7504
g1433	51	122.53	0.4162
g1434	183	297.62	0.6149
g1435	79	85.54	0.9235
g1436	328	619.97	0.5291
g1437	164	315.61	0.5196
g1438	77	159.08	0.484
g1439	45	156.09	0.2883
g1440	109	298.73	0.3649
g1441	206	328.14	0.6278
g1442	216	373.81	0.5778
g1443	220	252.21	0.8723
g1444	90	105.59	0.8524
g1445	26	33.19	0.7834
g1446	37	56.42	0.6558
g1447	13	34.62	0.3755
g1448	311	375.76	0.8277
g1449	30	66.02	0.4544
g1450	156	221.36	0.7047
g1451	12	19.46	0.6166
g1452	2	21.66	0.0923
g1453	20	55.9	0.3578
g1454	514	705.04	0.729
g1455	95	232.0	0.4095
g1456	174	227.22	0.7658
g1457	342	345.2	0.9907
g1458	49	97.1	0.5046
g1459	168	300.68	0.5587
g1460	31	47.1	0.6582
g1461	20	20.85	0.9592
g1462	70	64.61	1.0834
g1463	46	44.48	1.0342
g1464	24	39.73	0.6041
g1465	101	154.17	0.6551
g1466	153	415.39	0.3683
g1467	176	409.71	0.4296
g1468	155	351.04	0.4415
g1469	72	200.85	0.3585
g1470	16	46.02	0.3477
g1471	114	219.12	0.5203
g1472	153	202.86	0.7542
g1473	68	145.97	0.4658
g1474	44	83.17	0.529
g1475	221	231.95	0.9528
g1476	173	144.21	1.1996
g1477	140	164.48	0.8512
g1478	166	227.78	0.7288
g1479	89	189.88	0.4687
g1480	540	639.46	0.8445
g1481	17	55.64	0.3055
g1482	24	28.54	0.8409
g1483	247	271.61	0.9094
g1484	155	180.65	0.858
g1485	287	449.93	0.6379
g1486	30	67.31	0.4457
g1487	15	18.23	0.8228
g1488	4	15.82	0.2528
g1489	108	269.51	0.4007
g1490	87	85.03	1.0232
g1491	52	43.8	1.1872
g1492	537	655.53	0.8192
g1493	23	37.88	0.6072
g1494	41	97.77	0.4194
g1495	16	17.66	0.906
g1496	45	114.29	0.3937
g1497	36	103.53	0.3477
g1498	48	101.62	0.4723
g1499	22	29.65	0.742
g1500	7	35.04	0.1998
g1501	60	64.9	0.9245
g1502	20	65.62	0.3048
g1503	36	67.91	0.5301
g1504	45	51.66	0.8711
g1505	54	144.05	0.3749
g1506	54	47.7	1.1321
g1507	15	21.07	0.7119
g1508	171	411.61	0.4154
g1509	35	135.62	0.2581
g1510	74	226.73	0.3264
g1511	56	140.52	0.3985
g1512	58	114.98	0.5044
g1513	62	85.28	0.727
g1514	35	97.36	0.3595
g1515	39	130.62	0.2986
g1516	14	35.03	0.3997
g1517	266	469.41	0.5667
g1518	533	599.13	0.8896
g1519	529	824.17	0.6419
g1520	140	184.09	0.7605
g1521	217	222.99	0.9731
g1522	148	275.3	0.5376
g1523	11	31.71	0.3469
g1524	22	80.83	0.2722
g1525	23	22.62	1.0168
g1526	867	855.39	1.0136
g1527	30	81.73	0.3671
g1528	29	108.16	0.2681
g1529	626	775.55	0.8072
g1530	31	67.45	0.4596
g1531	180	545.7	0.3299
g1532	76	148.0	0.5135
g1533	59	178.35	0.3308
g1534	86	124.1	0.693
g1535	32	55.65	0.575
g1536	64	63.49	1.008
g1537	61	52.41	1.1639
g1538	48	51.07	0.9399
g1539	286	307.03	0.9315
g1540	371	383.91	0.9664
g1541	109	140.77	0.7743
g1542	210	252.95	0.8302
g1543	67	129.54	0.5172
g1544	153	283.5	0.5397
g1545	42	39.18	1.072
g1546	14	14.38	0.9736
g1547	24	29.11	0.8245
g1548	24	28.43	0.8442
g1549	124	130.64	0.9492
g1550	30	41.38	0.725
g1551	217	274.9	0.7894
g1552	351	777.43	0.4515
g1553	693	736.46	0.941
g1554	48	125.4	0.3828
g1555	37	185.18	0.1998
g1556	4	10.17	0.3933
g1557	92	246.88	0.3727
g1558	101	243.61	0.4146
g1559	346	476.98	0.7254
g1560	392	419.29	0.9349
g1561	136	176.22	0.7718
g1562	453	447.18	1.013
g1563	66	108.05	0.6108
g1564	108	234.85	0.4599
g1565	71	139.46	0.5091
g1566	98	170.43	0.575
g1567	85	226.86	0.3747
g1568	210	290.84	0.722
g1569	139	234.24	0.5934
g1570	42	52.25	0.8038
g1571	428	641.67	0.667
g1572	52	53.24	0.9767
g1573	261	303.85	0.859
g1574	74	79.42	0.9318
g1575	75	81.03	0.9256
g1576	33	45.17	0.7306
g1577	284	416.0	0.6827
g1578	119	239.48	0.4969
g1579	136	255.81	0.5316
g1580	16	24.12	0.6633
g1581	36	41.58	0.8658
g1582	401	471.36	0.8507
g1583	468	500.5	0.9351
g1584	181	255.1	0.7095
g1585	130	165.1	0.7874
g1586	136	191.09	0.7117
g1587	135	265.97	0.5076
g1588	112	185.29	0.6045
g1589	67	117.72	0.5691
g1590	23	43.86	0.5244
g1591	1	20.32	0.0492
g1592	9	10.88	0.8272
g1593	65	152.32	0.4267
g1594	10	19.1	0.5236
g1595	36	108.04	0.3332
g1596	179	267.08	0.6702
g1597	28	33.39	0.8386
g1598	92	150.75	0.6103
g1599	361	373.28	0.9671
g1600	45	39.83	1.1298
g1601	401	477.9	0.8391
g1602	24	24.68	0.9724
g1603	529	621.71	0.8509
g1604	919	1404.56	0.6543
g1605	33	105.88	0.3117
g1606	73	129.97	0.5617
g1607	96	162.86	0.5895
g1608	116	146.38	0.7925
g1609	190	329.6	0.5765
g1610	440	535.69	0.8214
g1611	515	612.92	0.8402
g1612	160	169.01	0.9467
g1613	69	76.08	0.9069
g1614	207	515.15	0.4018
g1615	88	135.66	0.6487
g1616	39	37.29	1.0459
g1617	56	73.92	0.7576
g1618	46	68.01	0.6764
g1619	99	123.07	0.8044
g1620	41	47.21	0.8685
g1621	32	28.64	1.1173
g1622	35	32.82	1.0664
g1623	32	39.33	0.8136
g1624	235	335.28	0.7009
g1625	52	50.55	1.0287
g1626	424	417.68	1.0151
g1627	21	30.59	0.6865
g1628	26	31.31	0.8304
g1629	34	47.91	0.7097
g1630	308	400.93	0.7682
g1631	597	754.81	0.7909
g1632	106	127.48	0.8315
g1633	98	134.19	0.7303
g1634	58	74.37	0.7799
g1635	8	20.39	0.3923
g1636	8	18.26	0.4381
g1637	4	14.83	0.2697
g1638	73	83.26	0.8768
g1639	262	322.74	0.8118
g1640	99	159.87	0.6193
g1641	55	55.47	0.9915
g1642	172	159.48	1.0785
g1643	79	68.97	1.1454
g1644	170	268.48	0.6332
g1645	15	16.38	0.9158
g1646	81	87.69	0.9237
g1647	15	18.14	0.8269
g1648	70	98.27	0.7123
g1649	13	23.65	0.5497
g1650	70	83.19	0.8414
g1651	101	255.9	0.3947
g1652	825	1041.09	0.7924
g1653	4	19.46	0.2055
g1654	48	111.0	0.4324
g1655	22	29.78	0.7388
g1656	174	225.32	0.7722
g1657	30	36.07	0.8317
g1658	32	31.23	1.0247
g1659	139	214.83	0.647
g1660	279	395.76	0.705
g1661	1058	1227.26	0.8621
g1662	839	998.12	0.8406
g1663	505	641.45	0.7873
g1664	165	198.33	0.8319
g1665	38	48.22	0.7881
g1666	318	456.61	0.6964
g1667	281	274.28	1.0245
g1668	81	77.17	1.0496
g1669	479	501.2	0.9557
g1670	83	220.24	0.3769
g1671	86	307.19	0.28
g1672	139	170.59	0.8148
g1673	357	438.08	0.8149
g1674	165	172.48	0.9566
g1675	16	32.57	0.4912
g1676	24	39.66	0.6051
g1677	25	46.83	0.5338
g1678	116	113.82	1.0192
g1679	182	171.63	1.0604
g1680	112	127.76	0.8766
g1681	25	32.22	0.7759
g1682	15	16.03	0.9357
g1683	189	409.17	0.4619
g1684	6	19.47	0.3082
g1685	143	188.73	0.7577
g1686	159	165.64	0.9599
g1687	131	149.9	0.8739
g1688	153	182.99	0.8361
g1689	430	514.47	0.8358
g1690	187	388.41	0.4815
g1691	32	38.23	0.837
g1692	40	49.62	0.8061
g1693	489	586.12	0.8343
g1694	163	337.86	0.4824
g1695	19	18.42	1.0315
g1696	268	299.58	0.8946
g1697	47	129.34	0.3634
g1698	39	41.12	0.9484
g1699	170	177.18	0.9595
g1700	249	277.98	0.8957
g1701	445	627.44	0.7092
g1702	207	431.22	0.48
g1703	50	66.01	0.7575
g1704	51	185.75	0.2746
g1705	27	63.5	0.4252
g1706	79	159.69	0.4947
g1707	76	67.02	1.134
g1708	138	219.97	0.6274
g1709	524	717.35	0.7305
g1710	709	802.33	0.8837
g1711	26	32.89	0.7905
g1712	288	324.63	0.8872
g1713	820	1199.91	0.6834
g1714	29	50.95	0.5692
g1715	34	43.13	0.7883
g1716	57	208.05	0.274
g1717	122	147.35	0.828
g1718	77	89.78	0.8577
tRNA-Ile55_gene	4	5.59	0.7156
tRNA-Asp54_gene	6	6.71	0.8942
g1719	106	145.75	0.7273
g1720	27	47.52	0.5682
g1721	28	36.14	0.7748
g1722	56	90.38	0.6196
g1723	10	14.75	0.678
g1724	404	463.11	0.8724
g1725	37	82.79	0.4469
g1726	6	37.94	0.1581
g1727	29	64.12	0.4523
g1728	69	92.64	0.7448
g1729	23	60.68	0.379
g1730	350	338.4	1.0343
g1731	129	301.32	0.4281
g1732	88	152.01	0.5789
g1733	35	114.69	0.3052
g1734	74	139.36	0.531
g1735	107	252.35	0.424
g1736	292	388.36	0.7519
g1737	10	12.6	0.7937
g1738	373	354.56	1.052
g1739	20	28.53	0.701
g1740	134	167.99	0.7977
g1741	23	17.85	1.2885
g1742	12	34.77	0.3451
g1743	1294	1549.43	0.8351
g1744	137	353.0	0.3881
g1745	63	138.58	0.4546
g1746	17	23.45	0.7249
g1747	104	111.53	0.9325
g1748	34	32.48	1.0468
g1749	49	98.66	0.4967
g1750	249	248.5	1.002
g1751	181	168.94	1.0714
g1752	85	147.92	0.5746
g1753	7	17.93	0.3904
g1754	97	117.02	0.8289
g1755	426	490.45	0.8686
g1756	65	81.84	0.7942
g1757	191	387.36	0.4931
g1758	29	32.43	0.8942
g1759	240	371.92	0.6453
g1760	42	35.06	1.1979
g1761	181	231.95	0.7803
g1762	113	225.45	0.5012
g1763	36	29.02	1.2405
g1764	633	858.42	0.7374
g1765	3	28.81	0.1041
g1766	33	45.79	0.7207
g1767	115	284.2	0.4046
g1768	55	202.35	0.2718
g1769	18	40.88	0.4403
g1770	8	13.45	0.5948
g1771	66	141.61	0.4661
g1772	55	54.04	1.0178
g1773	21	33.47	0.6274
g1774	411	700.37	0.5868
g1775	224	380.47	0.5887
g1776	28	39.02	0.7176
g1777	197	222.3	0.8862
g1778	21	20.06	1.0469
g1779	243	280.08	0.8676
g1780	41	67.24	0.6098
g1781	1635	1971.06	0.8295
g1782	158	182.3	0.8667
g1783	184	173.5	1.0605
g1784	42	75.57	0.5558
g1785	87	90.13	0.9653
g1786	277	314.67	0.8803
g1787	350	486.3	0.7197
g1788	90	103.77	0.8673
g1789	78	78.64	0.9919
g1790	53	55.02	0.9633
g1791	57	47.15	1.2089
g1792	7	12.48	0.5609
g1793	77	154.03	0.4999
g1794	101	250.0	0.404
g1795	342	357.84	0.9557
g1796	55	56.71	0.9698
g1797	798	992.24	0.8042
g1798	145	239.75	0.6048
g1799	110	107.03	1.0277
g1800	27	30.38	0.8887
g1801	1663	1757.62	0.9462
g1802	37	47.25	0.7831
g1803	54	114.12	0.4732
g1804	88	100.31	0.8773
g1805	231	262.74	0.8792
g1806	196	269.9	0.7262
g1807	34	34.39	0.9887
g1808	825	944.08	0.8739
g1809	85	87.21	0.9747
g1810	160	224.5	0.7127
g1811	47	96.47	0.4872
g1812	32	32.75	0.9771
tRNA-Asn64_gene	9	6.76	1.3314
tRNA-Pro56_gene	5	7.29	0.6859
tRNA-Ala57_gene	7	6.3	1.1111
tRNA-Asn63_gene	9	6.76	1.3314
tRNA-Pro58_gene	5	7.29	0.6859
tRNA-Ala59_gene	7	6.3	1.1111
tRNA-Asn62_gene	9	6.76	1.3314
tRNA-Pro60_gene	5	7.29	0.6859
tRNA-Ala61_gene	7	6.3	1.1111
g1813	125	149.71	0.8349
g1814	59	82.93	0.7114
g1815	32	36.33	0.8808
g1816	123	311.72	0.3946
g1817	253	331.68	0.7628
g1818	83	127.77	0.6496
g1819	16	19.73	0.8109
g1820	32	75.14	0.4259
g1821	26	24.1	1.0788
g1822	78	255.87	0.3048
g1823	86	273.6	0.3143
g1824	189	232.32	0.8135
g1825	188	421.32	0.4462
g1826	105	205.85	0.5101
g1827	116	124.6	0.931
g1828	102	181.84	0.5609
g1829	349	551.31	0.633
g1830	250	538.84	0.464
g1831	33	72.92	0.4526
g1832	115	129.26	0.8897
g1833	237	233.43	1.0153
g1834	48	53.84	0.8915
g1835	162	182.52	0.8876
g1836	6	14.9	0.4027
g1837	131	129.56	1.0111
g1838	132	137.76	0.9582
g1839	144	182.33	0.7898
g1840	58	56.99	1.0177
g1841	19	20.21	0.9401
